,data.1,engorgement,stage,host,species,depth,host.temp
43985,0.26,0.052,adult female,Bird,Rocky Mountain Wood,62.2,101.1333333
43986,0.26,0.052,adult female,Bird,Rocky Mountain Wood,62,101.1111111
43987,0.26,0.052,adult female,Bird,Rocky Mountain Wood,62,101.1111111
43988,0.28,0.056,larvae,Bird,Groundhog,61.8,101.0888889
43989,0.31,0.062,adult male,Racoon,Lone Star,62.9,101.2111111
43990,0.21,0.042,adult male,Dog,Western Blacklegged,61.9,101.1
43991,0.3,0.06,nymph,Deer,Gulf Coast,62.7,101.1888889
43992,0.3,0.06,adult male,Deer,Gulf Coast,62.6,101.1777778
43993,0.3,0.06,nymph,Racoon,Western Blacklegged,62.3,101.1444444
43994,0.3,0.06,nymph,Racoon,Western Blacklegged,62.2,101.1333333
43995,0.3,0.06,adult female,Cat,Rocky Mountain Wood,61.3,101.0333333
43996,0.3,0.06,larvae,Deer,Gulf Coast,63.4,101.2666667
43997,0.3,0.06,adult female,Cat,Rocky Mountain Wood,62.3,101.1444444
43998,0.3,0.06,larvae,Racoon,Western Blacklegged,63.3,101.2555556
43999,0.3,0.06,adult male,Cat,Rocky Mountain Wood,60.9,100.9888889
44000,0.3,0.06,adult female,Deer,Gulf Coast,59.7,100.8555556
44001,0.3,0.06,larvae,Bird,Western Blacklegged,63.7,101.3
44002,0.3,0.06,larvae,Bird,Western Blacklegged,63.3,101.2555556
44003,0.3,0.06,larvae,Cat,Rocky Mountain Wood,63.5,101.2777778
44004,0.3,0.06,larvae,Cat,Rocky Mountain Wood,63.8,101.3111111
44005,0.3,0.06,adult male,Deer,Gulf Coast,62.6,101.1777778
44006,0.3,0.06,larvae,Deer,Gulf Coast,63.4,101.2666667
44007,0.3,0.06,nymph,Cat,Rocky Mountain Wood,61.6,101.0666667
44008,0.3,0.06,nymph,Bird,Western Blacklegged,58.1,100.6777778
44009,0.3,0.06,nymph,Racoon,Western Blacklegged,61.7,101.0777778
44010,0.3,0.06,adult male,Racoon,Western Blacklegged,61.3,101.0333333
44011,0.51,0.102,adult male,Bird,Groundhog,61.2,101.0222222
44012,0.51,0.102,adult female,Bird,Groundhog,62.9,101.2111111
44013,0.51,0.102,adult male,Bird,Groundhog,62.4,101.1555556
44014,0.51,0.102,adult male,Bird,Groundhog,62.7,101.1888889
44015,0.51,0.102,adult male,Bird,Groundhog,62.2,101.1333333
44016,0.51,0.102,adult female,Bird,Groundhog,62.7,101.1888889
44017,0.51,0.102,adult male,Bird,Groundhog,62.9,101.2111111
44018,0.51,0.102,adult male,Bird,Groundhog,62.3,101.1444444
44019,0.51,0.102,adult female,Dog,Rocky Mountain Wood,59.6,100.8444444
44020,0.51,0.102,adult male,Dog,Rocky Mountain Wood,61.3,101.0333333
44021,0.51,0.102,adult female,Dog,Rocky Mountain Wood,61.5,101.0555556
44022,0.51,0.102,adult male,Dog,Rocky Mountain Wood,60.8,100.9777778
44023,0.51,0.102,adult female,Dog,Rocky Mountain Wood,62.8,101.2
44024,0.51,0.102,adult female,Dog,Rocky Mountain Wood,62.2,101.1333333
44025,0.51,0.102,adult female,Dog,Rocky Mountain Wood,62.1,101.1222222
44026,0.51,0.102,adult female,Dog,Rocky Mountain Wood,61.3,101.0333333
44027,0.51,0.102,adult male,Dog,Rocky Mountain Wood,62.5,101.1666667
44028,0.51,0.102,adult female,Dog,Rocky Mountain Wood,62.7,101.1888889
44029,0.51,0.102,adult female,Dog,Rocky Mountain Wood,62.8,101.2
44030,0.51,0.102,adult male,Dog,Rocky Mountain Wood,62.3,101.1444444
44031,0.51,0.102,adult male,Bird,Groundhog,62.4,101.1555556
44032,0.5,0.1,nymph,Dog,Groundhog,61.8,101.0888889
44033,0.72,0.144,larvae,Deer,Rocky Mountain Wood,60.1,100.9
44034,0.42,0.084,adult female,Squirrel,American Dog,61.8,101.0888889
44035,0.42,0.084,adult female,Squirrel,American Dog,61.6,101.0666667
44036,0.42,0.084,nymph,Squirrel,American Dog,62.8,101.2
44037,0.42,0.084,adult female,Squirrel,American Dog,61.8,101.0888889
44038,0.61,0.122,adult male,Racoon,Rocky Mountain Wood,62.4,101.1555556
44039,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,61.1,101.0111111
44040,0.97,0.194,eggs,Bird,Lone Star,57.2,100.5777778
44041,0.53,0.106,nymph,Fox,Brown Dog,61.3,101.0333333
44042,0.55,0.11,nymph,Fox,Groundhog,62,101.1111111
44043,0.51,0.102,adult female,Squirrel,Rocky Mountain Wood,62.4,101.1555556
44044,0.61,0.122,nymph,Bird,Rocky Mountain Wood,59.7,100.8555556
44045,0.45,0.09,adult female,Bird,Blacklegged,61.7,101.0777778
44046,0.45,0.09,larvae,Racoon,American Dog,63.8,101.3111111
44047,0.45,0.09,adult male,Squirrel,Brown Dog,59.8,100.8666667
44048,0.51,0.102,nymph,Dog,Groundhog,64.1,101.3444444
44049,0.51,0.102,nymph,Dog,Groundhog,60,100.8888889
44050,0.51,0.102,larvae,Squirrel,Groundhog,63.7,101.3
44051,0.52,0.104,adult female,Bird,Groundhog,61.9,101.1
44052,0.52,0.104,adult female,Dog,Groundhog,62.3,101.1444444
44053,0.53,0.106,adult female,Bird,Rocky Mountain Wood,61.1,101.0111111
44054,0.55,0.11,adult female,Deer,Gulf Coast,62.3,101.1444444
44055,0.52,0.104,nymph,Racoon,Groundhog,61.9,101.1
44056,0.52,0.104,nymph,Racoon,Groundhog,63.9,101.3222222
44057,0.5,0.1,nymph,Racoon,Gulf Coast,59.9,100.8777778
44058,0.5,0.1,nymph,Racoon,Gulf Coast,62.9,101.2111111
44059,0.67,0.134,adult female,Fox,Rocky Mountain Wood,62.1,101.1222222
44060,0.59,0.118,adult male,Dog,Rocky Mountain Wood,58.7,100.7444444
44061,0.55,0.11,nymph,Dog,Rocky Mountain Wood,61,101
44062,0.55,0.11,adult female,Dog,Rocky Mountain Wood,61.7,101.0777778
44063,0.55,0.11,adult female,Dog,Rocky Mountain Wood,61.4,101.0444444
44064,0.55,0.11,adult female,Dog,Rocky Mountain Wood,62.3,101.1444444
44065,0.54,0.108,adult male,Squirrel,Rocky Mountain Wood,60,100.8888889
44066,0.54,0.108,larvae,Squirrel,Rocky Mountain Wood,63.2,101.2444444
44067,0.54,0.108,nymph,Racoon,Groundhog,58.2,100.6888889
44068,0.55,0.11,nymph,Bird,Groundhog,62.3,101.1444444
44069,0.55,0.11,adult female,Dog,Rocky Mountain Wood,61.7,101.0777778
44070,0.55,0.11,adult female,Dog,Rocky Mountain Wood,60.6,100.9555556
44071,0.55,0.11,adult female,Dog,Rocky Mountain Wood,60.7,100.9666667
44072,0.55,0.11,adult female,Dog,Rocky Mountain Wood,62.1,101.1222222
44073,0.55,0.11,adult male,Dog,Rocky Mountain Wood,61.2,101.0222222
44074,0.59,0.118,nymph,Fox,Groundhog,61.8,101.0888889
44075,0.56,0.112,adult male,Dog,Groundhog,61.1,101.0111111
44076,0.62,0.124,adult male,Bird,Rocky Mountain Wood,62.6,101.1777778
44077,0.53,0.106,adult female,Cat,Gulf Coast,61.8,101.0888889
44078,0.51,0.102,nymph,Racoon,Groundhog,63.1,101.2333333
44079,0.5,0.1,nymph,Squirrel,Groundhog,63.7,101.3
44080,0.51,0.102,adult female,Squirrel,Rocky Mountain Wood,62,101.1111111
44081,0.51,0.102,nymph,Dog,Groundhog,61.2,101.0222222
44082,0.5,0.1,nymph,Dog,Gulf Coast,61.6,101.0666667
44083,0.6,0.12,nymph,Racoon,Rocky Mountain Wood,62.4,101.1555556
44084,0.6,0.12,nymph,Racoon,Rocky Mountain Wood,60,100.8888889
44085,0.6,0.12,nymph,Bird,Rocky Mountain Wood,61.1,101.0111111
44086,0.52,0.104,larvae,Dog,Groundhog,63.3,101.2555556
44087,0.52,0.104,nymph,Bird,Gulf Coast,59.1,100.7888889
44088,0.5,0.1,adult female,Dog,Groundhog,62.1,101.1222222
44089,0.5,0.1,adult female,Dog,Groundhog,61.5,101.0555556
44090,0.5,0.1,adult female,Dog,Groundhog,61.6,101.0666667
44091,0.57,0.114,adult female,Fox,Gulf Coast,61.7,101.0777778
44092,0.57,0.114,adult female,Fox,Gulf Coast,61.3,101.0333333
44093,0.51,0.102,larvae,Dog,Groundhog,59.2,100.8
44094,0.59,0.118,nymph,Bird,Rocky Mountain Wood,59.3,100.8111111
44095,0.52,0.104,nymph,Squirrel,Groundhog,60.9,100.9888889
44096,0.5,0.1,adult female,Dog,Rocky Mountain Wood,61.2,101.0222222
44097,0.52,0.104,adult female,Dog,Rocky Mountain Wood,61.6,101.0666667
44098,0.54,0.108,adult male,Dog,Groundhog,59.6,100.8444444
44099,0.54,0.108,adult male,Racoon,Rocky Mountain Wood,60.4,100.9333333
44100,0.59,0.118,nymph,Bird,Groundhog,62.8,101.2
44101,0.7,0.14,larvae,Cat,Western Blacklegged,63.2,101.2444444
44102,0.55,0.11,adult male,Bird,Groundhog,60.3,100.9222222
44103,0.55,0.11,adult female,Dog,Rocky Mountain Wood,60.9,100.9888889
44104,0.5,0.1,adult male,Cat,American Dog,62.8,101.2
44105,0.55,0.11,adult female,Bird,Groundhog,62.4,101.1555556
44106,0.55,0.11,adult male,Bird,Groundhog,59.6,100.8444444
44107,0.6,0.12,nymph,Fox,Groundhog,60.8,100.9777778
44108,0.51,0.102,adult female,Bird,Groundhog,60.7,100.9666667
44109,0.51,0.102,adult female,Bird,Groundhog,61.3,101.0333333
44110,0.51,0.102,adult female,Bird,Groundhog,61.8,101.0888889
44111,0.5,0.1,nymph,Racoon,Gulf Coast,61.9,101.1
44112,0.57,0.114,adult female,Fox,Groundhog,61.6,101.0666667
44113,0.58,0.116,adult female,Bird,Groundhog,61.2,101.0222222
44114,0.46,0.092,adult female,Bird,Blacklegged,61.6,101.0666667
44115,0.53,0.106,adult male,Racoon,Gulf Coast,61.5,101.0555556
44116,0.5,0.1,adult female,Dog,Groundhog,62.7,101.1888889
44117,0.54,0.108,nymph,Dog,Rocky Mountain Wood,59.6,100.8444444
44118,0.55,0.11,nymph,Dog,Rocky Mountain Wood,59.7,100.8555556
44119,0.5,0.1,nymph,Dog,Groundhog,62.9,101.2111111
44120,0.5,0.1,adult male,Dog,Groundhog,62.7,101.1888889
44121,0.5,0.1,nymph,Dog,Groundhog,62.9,101.2111111
44122,0.5,0.1,adult female,Dog,Groundhog,62.3,101.1444444
44123,0.5,0.1,nymph,Dog,Groundhog,62.8,101.2
44124,0.5,0.1,adult male,Dog,Groundhog,62,101.1111111
44125,0.5,0.1,adult male,Bird,Gulf Coast,60,100.8888889
44126,0.5,0.1,adult male,Dog,Groundhog,62.6,101.1777778
44127,0.5,0.1,adult female,Dog,Groundhog,62,101.1111111
44128,0.5,0.1,adult male,Dog,Groundhog,62.1,101.1222222
44129,0.51,0.102,nymph,Bird,Gulf Coast,63.3,101.2555556
44130,0.54,0.108,adult female,Fox,Gulf Coast,61,101
44131,0.66,0.132,adult female,Dog,Western Blacklegged,61.9,101.1
44132,0.46,0.092,adult female,Bird,Blacklegged,60.9,100.9888889
44133,0.53,0.106,nymph,Fox,Gulf Coast,63.3,101.2555556
44134,0.59,0.118,nymph,Fox,Gulf Coast,62.4,101.1555556
44135,0.5,0.1,nymph,Dog,Groundhog,60.2,100.9111111
44136,0.53,0.106,larvae,Dog,Groundhog,63.5,101.2777778
44137,0.59,0.118,adult female,Dog,Rocky Mountain Wood,62.2,101.1333333
44138,0.57,0.114,larvae,Squirrel,Rocky Mountain Wood,59.3,100.8111111
44139,0.59,0.118,adult male,Racoon,Rocky Mountain Wood,62.4,101.1555556
44140,0.59,0.118,adult female,Racoon,Rocky Mountain Wood,62,101.1111111
44141,0.51,0.102,adult female,Racoon,Groundhog,61.3,101.0333333
44142,0.51,0.102,adult female,Racoon,Groundhog,62.7,101.1888889
44143,0.6,0.12,adult female,Racoon,Western Blacklegged,61.7,101.0777778
44144,0.51,0.102,adult female,Racoon,Groundhog,61.3,101.0333333
44145,0.51,0.102,nymph,Squirrel,Rocky Mountain Wood,63.2,101.2444444
44146,0.5,0.1,adult male,Dog,Rocky Mountain Wood,61,101
44147,0.55,0.11,nymph,Bird,Groundhog,61.6,101.0666667
44148,0.54,0.108,nymph,Bird,Gulf Coast,64,101.3333333
44149,0.51,0.102,adult female,Fox,Groundhog,61.7,101.0777778
44150,0.54,0.108,adult female,Racoon,Groundhog,62,101.1111111
44151,0.62,0.124,adult female,Bird,Rocky Mountain Wood,61.6,101.0666667
44152,0.5,0.1,adult female,Squirrel,Rocky Mountain Wood,60.9,100.9888889
44153,0.54,0.108,larvae,Racoon,Groundhog,60.6,100.9555556
44154,0.55,0.11,larvae,Racoon,Groundhog,62.8,101.2
44155,0.58,0.116,larvae,Squirrel,Western Blacklegged,56.7,100.5222222
44156,0.54,0.108,adult female,Cat,American Dog,62.7,101.1888889
44157,0.53,0.106,adult female,Dog,Rocky Mountain Wood,61.4,101.0444444
44158,0.7,0.14,eggs,Racoon,Western Blacklegged,66.4,101.6
44159,0.6,0.12,nymph,Cat,Brown Dog,63.7,101.3
44160,0.57,0.114,nymph,Bird,Groundhog,60.7,100.9666667
44161,0.6,0.12,nymph,Bird,Rocky Mountain Wood,63.1,101.2333333
44162,0.6,0.12,nymph,Bird,Rocky Mountain Wood,63.5,101.2777778
44163,0.5,0.1,nymph,Squirrel,Groundhog,61.1,101.0111111
44164,0.5,0.1,adult female,Racoon,Groundhog,61.1,101.0111111
44165,0.63,0.126,adult female,Deer,Rocky Mountain Wood,61.8,101.0888889
44166,0.5,0.1,larvae,Racoon,Groundhog,60.9,100.9888889
44167,0.5,0.1,larvae,Bird,Gulf Coast,61.9,101.1
44168,0.6,0.12,larvae,Bird,Rocky Mountain Wood,61.3,101.0333333
44169,0.47,0.094,nymph,Dog,Gulf Coast,61.8,101.0888889
44170,0.53,0.106,adult female,Racoon,Groundhog,62.3,101.1444444
44171,0.53,0.106,adult female,Squirrel,Rocky Mountain Wood,62.3,101.1444444
44172,0.53,0.106,adult female,Squirrel,Rocky Mountain Wood,62,101.1111111
44173,0.53,0.106,adult male,Squirrel,Rocky Mountain Wood,61.4,101.0444444
44174,0.55,0.11,adult female,Dog,Rocky Mountain Wood,60.8,100.9777778
44175,0.58,0.116,nymph,Dog,Groundhog,61.1,101.0111111
44176,0.54,0.108,adult female,Dog,Groundhog,61.8,101.0888889
44177,0.57,0.114,adult female,Racoon,Groundhog,61.6,101.0666667
44178,0.54,0.108,adult female,Bird,Gulf Coast,61.4,101.0444444
44179,0.51,0.102,adult male,Dog,Groundhog,61.5,101.0555556
44180,0.51,0.102,adult male,Dog,Groundhog,61.6,101.0666667
44181,0.71,0.142,adult male,Fox,Western Blacklegged,61.7,101.0777778
44182,0.5,0.1,nymph,Dog,Groundhog,62.4,101.1555556
44183,0.56,0.112,adult female,Squirrel,Western Blacklegged,60,100.8888889
44184,0.5,0.1,nymph,Fox,Brown Dog,62.9,101.2111111
44185,0.5,0.1,nymph,Squirrel,Groundhog,63.3,101.2555556
44186,0.5,0.1,nymph,Bird,Gulf Coast,62.9,101.2111111
44187,0.51,0.102,adult male,Squirrel,Rocky Mountain Wood,60.1,100.9
44188,0.51,0.102,adult female,Racoon,Groundhog,60.6,100.9555556
44189,0.51,0.102,nymph,Squirrel,Rocky Mountain Wood,60.9,100.9888889
44190,0.51,0.102,nymph,Squirrel,Rocky Mountain Wood,61,101
44191,0.51,0.102,adult female,Squirrel,Rocky Mountain Wood,61.6,101.0666667
44192,0.51,0.102,adult male,Squirrel,Rocky Mountain Wood,60.3,100.9222222
44193,0.51,0.102,nymph,Squirrel,Rocky Mountain Wood,62.3,101.1444444
44194,0.51,0.102,adult male,Racoon,Groundhog,62.1,101.1222222
44195,0.51,0.102,adult male,Squirrel,Rocky Mountain Wood,60.1,100.9
44196,0.51,0.102,nymph,Racoon,Groundhog,62.9,101.2111111
44197,0.51,0.102,adult female,Squirrel,Rocky Mountain Wood,61.8,101.0888889
44198,0.51,0.102,adult female,Squirrel,Rocky Mountain Wood,61.7,101.0777778
44199,0.51,0.102,adult female,Squirrel,Rocky Mountain Wood,62.4,101.1555556
44200,0.51,0.102,adult male,Squirrel,Rocky Mountain Wood,61.6,101.0666667
44201,0.51,0.102,nymph,Squirrel,Rocky Mountain Wood,62.8,101.2
44202,0.51,0.102,nymph,Racoon,Groundhog,62.9,101.2111111
44203,0.51,0.102,adult female,Racoon,Groundhog,61.4,101.0444444
44204,0.51,0.102,larvae,Racoon,Groundhog,63.2,101.2444444
44205,0.51,0.102,nymph,Racoon,Groundhog,61,101
44206,0.61,0.122,adult female,Deer,Gulf Coast,61.1,101.0111111
44207,0.5,0.1,adult female,Bird,Gulf Coast,62,101.1111111
44208,0.5,0.1,adult female,Bird,Gulf Coast,62.6,101.1777778
44209,0.58,0.116,adult female,Racoon,Rocky Mountain Wood,60.9,100.9888889
44210,0.51,0.102,adult female,Squirrel,Rocky Mountain Wood,61.9,101.1
44211,0.4,0.08,adult female,Bird,Blacklegged,61.9,101.1
44212,0.91,0.182,eggs,Racoon,Lone Star,67,101.6666667
44213,0.52,0.104,nymph,Dog,Groundhog,62.8,101.2
44214,0.42,0.084,adult female,Bird,Brown Dog,61.7,101.0777778
44215,0.52,0.104,adult female,Dog,Groundhog,62.2,101.1333333
44216,0.56,0.112,adult female,Fox,Western Blacklegged,60.7,100.9666667
44217,0.55,0.11,adult female,Squirrel,Rocky Mountain Wood,62.1,101.1222222
44218,0.57,0.114,adult male,Racoon,Rocky Mountain Wood,61.8,101.0888889
44219,0.57,0.114,adult male,Racoon,Rocky Mountain Wood,60.7,100.9666667
44220,0.57,0.114,adult female,Racoon,Rocky Mountain Wood,61.6,101.0666667
44221,0.57,0.114,adult male,Racoon,Rocky Mountain Wood,59.5,100.8333333
44222,0.57,0.114,adult male,Racoon,Rocky Mountain Wood,62.7,101.1888889
44223,0.57,0.114,adult female,Racoon,Rocky Mountain Wood,61.4,101.0444444
44224,0.5,0.1,adult female,Squirrel,Gulf Coast,63,101.2222222
44225,0.57,0.114,adult male,Bird,Groundhog,61.1,101.0111111
44226,0.54,0.108,adult female,Dog,Rocky Mountain Wood,61.7,101.0777778
44227,0.46,0.092,nymph,Fox,American Dog,62,101.1111111
44228,0.61,0.122,nymph,Cat,Groundhog,62.4,101.1555556
44229,0.52,0.104,nymph,Fox,Gulf Coast,63.5,101.2777778
44230,0.59,0.118,adult male,Fox,Groundhog,60.7,100.9666667
44231,0.59,0.118,adult female,Squirrel,Western Blacklegged,60.2,100.9111111
44232,0.59,0.118,adult male,Squirrel,Western Blacklegged,61.2,101.0222222
44233,0.59,0.118,adult female,Squirrel,Western Blacklegged,62.3,101.1444444
44234,0.54,0.108,adult female,Racoon,Groundhog,61.3,101.0333333
44235,0.62,0.124,adult male,Bird,Rocky Mountain Wood,59.9,100.8777778
44236,0.59,0.118,larvae,Racoon,Groundhog,63.5,101.2777778
44237,0.57,0.114,adult female,Fox,Groundhog,60.2,100.9111111
44238,0.51,0.102,adult female,Fox,Gulf Coast,61.8,101.0888889
44239,0.52,0.104,adult female,Fox,Groundhog,61.8,101.0888889
44240,0.48,0.096,adult female,Bird,Brown Dog,62,101.1111111
44241,0.51,0.102,adult male,Squirrel,Rocky Mountain Wood,62.7,101.1888889
44242,0.51,0.102,adult male,Racoon,Groundhog,62.4,101.1555556
44243,0.51,0.102,nymph,Racoon,Groundhog,63.1,101.2333333
44244,0.51,0.102,nymph,Racoon,Groundhog,63.1,101.2333333
44245,0.51,0.102,nymph,Racoon,Groundhog,63.2,101.2444444
44246,0.51,0.102,adult male,Racoon,Groundhog,62.3,101.1444444
44247,0.51,0.102,nymph,Racoon,Groundhog,63.5,101.2777778
44248,0.51,0.102,adult male,Racoon,Groundhog,63,101.2222222
44249,0.51,0.102,larvae,Racoon,Groundhog,63.7,101.3
44250,0.51,0.102,adult female,Squirrel,Rocky Mountain Wood,62.9,101.2111111
44251,0.51,0.102,adult female,Squirrel,Rocky Mountain Wood,61.8,101.0888889
44252,0.51,0.102,adult male,Squirrel,Rocky Mountain Wood,62.3,101.1444444
44253,0.51,0.102,nymph,Squirrel,Rocky Mountain Wood,63.5,101.2777778
44254,0.51,0.102,larvae,Squirrel,Rocky Mountain Wood,63.6,101.2888889
44255,0.51,0.102,adult male,Squirrel,Rocky Mountain Wood,63,101.2222222
44256,0.51,0.102,nymph,Squirrel,Rocky Mountain Wood,63.5,101.2777778
44257,0.51,0.102,adult male,Racoon,Groundhog,60.1,100.9
44258,0.51,0.102,adult female,Fox,Brown Dog,61,101
44259,0.54,0.108,adult female,Bird,Rocky Mountain Wood,59.6,100.8444444
44260,0.51,0.102,adult male,Squirrel,Rocky Mountain Wood,59.9,100.8777778
44261,0.51,0.102,adult female,Cat,Brown Dog,60.6,100.9555556
44262,0.5,0.1,adult female,Dog,Groundhog,61.6,101.0666667
44263,0.52,0.104,adult female,Fox,Gulf Coast,62,101.1111111
44264,0.53,0.106,nymph,Squirrel,Rocky Mountain Wood,61.2,101.0222222
44265,0.52,0.104,adult female,Dog,Groundhog,61.4,101.0444444
44266,0.52,0.104,adult female,Bird,Gulf Coast,61.3,101.0333333
44267,0.52,0.104,adult female,Dog,Groundhog,62.1,101.1222222
44268,0.52,0.104,larvae,Bird,Gulf Coast,63.9,101.3222222
44269,0.52,0.104,adult male,Dog,Groundhog,62.5,101.1666667
44270,0.52,0.104,adult female,Dog,Groundhog,61.3,101.0333333
44271,0.56,0.112,nymph,Fox,Groundhog,61.8,101.0888889
44272,0.52,0.104,adult female,Dog,Groundhog,60.7,100.9666667
44273,0.52,0.104,adult female,Dog,Groundhog,61.7,101.0777778
44274,0.52,0.104,adult female,Dog,Groundhog,60.4,100.9333333
44275,0.52,0.104,adult male,Dog,Groundhog,61.6,101.0666667
44276,0.52,0.104,larvae,Dog,Groundhog,63.4,101.2666667
44277,0.52,0.104,adult female,Dog,Groundhog,61.5,101.0555556
44278,0.51,0.102,nymph,Fox,Brown Dog,62.2,101.1333333
44279,0.51,0.102,nymph,Dog,Groundhog,63.6,101.2888889
44280,0.49,0.098,adult male,Dog,Gulf Coast,58.1,100.6777778
44281,0.53,0.106,adult female,Bird,Groundhog,61.8,101.0888889
44282,0.53,0.106,adult female,Bird,Groundhog,61.2,101.0222222
44283,0.53,0.106,adult female,Fox,Gulf Coast,61.6,101.0666667
44284,0.51,0.102,adult female,Bird,Gulf Coast,62.5,101.1666667
44285,0.52,0.104,adult female,Bird,Groundhog,62,101.1111111
44286,0.52,0.104,adult male,Fox,Gulf Coast,61.4,101.0444444
44287,0.52,0.104,nymph,Bird,Groundhog,63.2,101.2444444
44288,0.52,0.104,adult female,Fox,Gulf Coast,62.4,101.1555556
44289,0.52,0.104,adult male,Fox,Gulf Coast,59.2,100.8
44290,0.52,0.104,nymph,Cat,American Dog,63.1,101.2333333
44291,0.52,0.104,adult male,Bird,Groundhog,62.1,101.1222222
44292,0.52,0.104,adult male,Bird,Groundhog,62.4,101.1555556
44293,0.52,0.104,adult male,Bird,Groundhog,62,101.1111111
44294,0.52,0.104,adult male,Bird,Groundhog,61,101
44295,0.52,0.104,adult male,Bird,Groundhog,61.7,101.0777778
44296,0.52,0.104,adult female,Bird,Groundhog,62.2,101.1333333
44297,0.52,0.104,adult female,Dog,Rocky Mountain Wood,61.6,101.0666667
44298,0.52,0.104,adult male,Dog,Rocky Mountain Wood,59.8,100.8666667
44299,0.52,0.104,adult male,Dog,Rocky Mountain Wood,62.3,101.1444444
44300,0.6,0.12,adult male,Dog,Rocky Mountain Wood,63,101.2222222
44301,0.5,0.1,eggs,Racoon,Gulf Coast,65,101.4444444
44302,0.53,0.106,nymph,Racoon,Groundhog,63.2,101.2444444
44303,0.56,0.112,nymph,Squirrel,Rocky Mountain Wood,63.9,101.3222222
44304,0.56,0.112,nymph,Squirrel,Rocky Mountain Wood,62.5,101.1666667
44305,0.56,0.112,adult female,Squirrel,Rocky Mountain Wood,62.3,101.1444444
44306,0.53,0.106,adult male,Dog,Groundhog,61.4,101.0444444
44307,0.61,0.122,adult female,Bird,Rocky Mountain Wood,62,101.1111111
44308,0.62,0.124,adult male,Dog,Western Blacklegged,61.1,101.0111111
44309,0.62,0.124,adult male,Dog,Western Blacklegged,61.1,101.0111111
44310,0.72,0.144,adult male,Deer,Rocky Mountain Wood,60.9,100.9888889
44311,0.33,0.066,adult male,Fox,Western Blacklegged,61.2,101.0222222
44312,0.3,0.06,adult male,Squirrel,Rocky Mountain Wood,62.5,101.1666667
44313,0.36,0.072,adult female,Racoon,Rocky Mountain Wood,62.7,101.1888889
44314,0.34,0.068,nymph,Fox,Groundhog,60,100.8888889
44315,0.33,0.066,nymph,Bird,Rocky Mountain Wood,61.2,101.0222222
44316,0.34,0.068,nymph,Bird,Rocky Mountain Wood,63.4,101.2666667
44317,0.32,0.064,adult female,Deer,Blacklegged,61,101
44318,0.31,0.062,larvae,Fox,Rocky Mountain Wood,64,101.3333333
44319,0.31,0.062,adult male,Cat,Groundhog,59.3,100.8111111
44320,0.33,0.066,nymph,Fox,Groundhog,62,101.1111111
44321,0.33,0.066,adult male,Fox,Groundhog,61.7,101.0777778
44322,0.33,0.066,adult female,Cat,Gulf Coast,61.6,101.0666667
44323,0.33,0.066,adult female,Fox,Groundhog,60.7,100.9666667
44324,0.33,0.066,adult male,Cat,Gulf Coast,61.1,101.0111111
44325,0.33,0.066,larvae,Cat,Gulf Coast,63.2,101.2444444
44326,0.33,0.066,adult male,Fox,Groundhog,62.4,101.1555556
44327,0.33,0.066,nymph,Fox,Groundhog,62.8,101.2
44328,0.33,0.066,adult female,Fox,Groundhog,60.7,100.9666667
44329,0.3,0.06,larvae,Squirrel,Groundhog,63.6,101.2888889
44330,0.33,0.066,adult male,Cat,Gulf Coast,59.5,100.8333333
44331,0.33,0.066,adult female,Fox,Groundhog,61.2,101.0222222
44332,0.33,0.066,adult male,Cat,Gulf Coast,62.7,101.1888889
44333,0.33,0.066,larvae,Cat,Gulf Coast,63.1,101.2333333
44334,0.33,0.066,adult male,Cat,Gulf Coast,61.6,101.0666667
44335,0.33,0.066,adult male,Fox,Groundhog,61.3,101.0333333
44336,0.33,0.066,adult male,Fox,Groundhog,62.3,101.1444444
44337,0.33,0.066,nymph,Fox,Groundhog,61.4,101.0444444
44338,0.33,0.066,nymph,Fox,Groundhog,62.2,101.1333333
44339,0.24,0.048,nymph,Squirrel,Brown Dog,59.5,100.8333333
44340,0.24,0.048,nymph,Dog,American Dog,60.3,100.9222222
44341,0.72,0.144,adult male,Deer,Rocky Mountain Wood,60.4,100.9333333
44342,0.5,0.1,nymph,Squirrel,Groundhog,63.8,101.3111111
44343,0.5,0.1,nymph,Bird,Gulf Coast,63.2,101.2444444
44344,0.56,0.112,nymph,Bird,Groundhog,62.5,101.1666667
44345,0.56,0.112,nymph,Fox,Gulf Coast,62.8,101.2
44346,0.55,0.11,adult female,Racoon,Groundhog,61.2,101.0222222
44347,0.56,0.112,adult female,Bird,Groundhog,61,101
44348,0.56,0.112,adult female,Dog,Rocky Mountain Wood,62.7,101.1888889
44349,0.56,0.112,adult female,Dog,Rocky Mountain Wood,61.7,101.0777778
44350,0.56,0.112,adult female,Bird,Groundhog,61.7,101.0777778
44351,0.56,0.112,adult female,Bird,Groundhog,61.9,101.1
44352,0.56,0.112,adult female,Bird,Groundhog,61.2,101.0222222
44353,0.56,0.112,adult female,Cat,American Dog,62,101.1111111
44354,0.56,0.112,adult female,Bird,Groundhog,62.1,101.1222222
44355,0.56,0.112,nymph,Bird,Groundhog,60.9,100.9888889
44356,0.55,0.11,adult female,Racoon,Groundhog,62.7,101.1888889
44357,0.55,0.11,nymph,Squirrel,Rocky Mountain Wood,61.6,101.0666667
